name	description	function	returns	argument	type	details 
ee.String.compareTo	Compares two strings lexicographically. Returns: the value 0 if the two strings are lexicographically equal; a value less than 0 if string1 is less than string2;  and a value greater than 0 if string1 is lexicographically greater than string2.	String.compareTo(string2)	Integer	string1|string2	String|String	
ee.String.decodeJSON	Decodes a JSON string.	String.decodeJSON()	Object	string	String	
ee.String.encodeJSON	Encodes an object to JSON.  Supports primitives, lists and dictionaries.	ee.String.encodeJSON(object)	String	object	Object	
ee.String.equals	Checks for string equality with a given object. Returns true if the target is a string and is lexicographically equal to the reference, or false otherwise.	String.equals(target)	Boolean	reference|target	String|Object	
ee.String.evaluate	Asynchronously retrieves the value of this object from the server and passes it to the provided callback function.	String.evaluate(callback)		computedobject|callback	ComputedObject|Function	
ee.String.getInfo	Retrieves the value of this object from the server.	String.getInfo(callback)	Object	computedobject|callback	ComputedObject|Function, optional	
ee.String.index	Searches a string for the first occurrence of a substring.  Returns the index of the first match, or -1.	String.index(pattern)	Integer	target|pattern	String|String	
ee.String.length	Returns the length of a string.	String.length()	Integer	string	String	
ee.String.match	Matches a string against a regular expression.  Returns a list of matching strings.	String.match(regex, flags)	List	input|regex|flags	"String|String|String, default: """""	
ee.String.replace	Returns a new string with some or all matches of a pattern replaced.	String.replace(regex, replacement, flags)	String	input|regex|replacement|flags	"String|String|String|String, default: """""	
ee.String.rindex	Searches a string for the last occurrence of a substring.  Returns the index of the first match, or -1.	String.rindex(pattern)	Integer	target|pattern	String|String	
ee.String.serialize	Returns the serialized representation of this object.	String.serialize(legacy)	String	computedobject|legacy	ComputedObject|Boolean, optional	
ee.String.slice	Returns a substring of the given string. If the specified range exceeds the length of the string, returns a shorter substring.	String.slice(start, end)	String	string|start|end	String|Integer|Integer, default: null	
ee.String.split	Splits a string on a regular expression, Returning a list of strings.	String.split(regex, flags)	List	string|regex|flags	"String|String|String, default: """""	
ee.String.toLowerCase	Converts all of the characters in a string to lower case.	String.toLowerCase()	String	string	String	
ee.String.toUpperCase	Converts all of the characters in a string to upper case.	String.toUpperCase()	String	string	String	
ee.String.trim	Returns a string whose value is the original string, with any leading and trailing whitespace removed.	String.trim()	String	string	String	
ee.Terrain.aspect	Calculates aspect in degrees from a terrain DEM.	ee.Terrain.aspect(input)	Image	input	Image	
ee.Terrain.fillMinima	Fills local minima.  Only works on INT types.	ee.Terrain.fillMinima(image, borderValue, neighborhood)	Image	image|borderValue|neighborhood	Image|Long, default: null|Integer, default: 50	
ee.Terrain.hillShadow	Creates a shadow band, with output 1 where pixels are illumunated and 0 where they are shadowed. Takes as input an elevation band, azimuth and zenith of the light source in degrees, a neighborhood size, and whether or not to apply hysteresis when a shadow appears. Currently, this algorithm only works for Mercator projections, in which light rays are parallel.	ee.Terrain.hillShadow(image, azimuth, zenith, neighborhoodSize, hysteresis)	Image	image|azimuth|zenith|neighborhoodSize|hysteresis	Image|Float|Float|Integer, default: 0|Boolean, default: false	
ee.Terrain.hillshade	Computes a simple hillshade from a DEM.	ee.Terrain.hillshade(input, azimuth, elevation)	Image	input|azimuth|elevation	Image|Float, default: 270|Float, default: 45	
ee.Terrain.products	Calculates slope, aspect, and a simple hillshade from a terrain DEM.	ee.Terrain.products(input)	Image	input	Image	
ee.Terrain.slope	Calculates slope in degrees from a terrain DEM.	ee.Terrain.slope(input)	Image	input	Image	
ee.apply	Call a function with a dictionary of named arguments.	ee.apply(func, namedArgs)	ComputedObject	func|namedArgs	Function|String|Object	
ee.call	Call a function with the given positional arguments.	ee.call(func, var_args)	ComputedObject	func|var_args	Function|String|VarArgs	
ee.data.authenticateViaOauth	Configures client-side authentication of EE API calls through the Google APIs Client Library for JavaScript. The library will be loaded automatically if it is not already loaded on the page. The user will be asked to grant the application identified by clientId access to their EE data if they have not done so previously.	ee.data.authenticateViaOauth(clientId, success, error, extraScopes, onImmediateFailed, suppressDefaultScopes)		clientId|success|error|extraScopes|onImmediateFailed|suppressDefaultScopes	String|Function|Function, optional|List, optional|Function, optional|Boolean, optional	
ee.data.authenticateViaPopup	Shows a popup asking for the user's permission. Should only be called if ee.data.authenticate() called its opt_onImmediateFailed argument in the past.	ee.data.authenticateViaPopup(success, error)		success|error	Function, optional|Function, optional	
ee.data.authenticateViaPrivateKey	Configures server-side authentication of EE API calls through the Google APIs Node.js Client. Private key authentication is strictly for server-side API calls: for browser-based applications, use ee.data.authenticateViaOauth(). No user interaction (e.g. authentication popup) is necessary when using server-side authentication.	ee.data.authenticateViaPrivateKey(privateKey, success, error, extraScopes, suppressDefaultScopes)		privateKey|success|error|extraScopes|suppressDefaultScopes	AuthPrivateKey|Function, optional|Function, optional|List, optional|Boolean, optional	
ee.data.cancelOperation	Cancels the given operation(s).	ee.data.cancelOperation(operationName, callback)		operationName|callback	List|Function, optional	
ee.data.computeValue	Sends a request to compute a value.	ee.data.computeValue(obj, callback)	Object|Value	obj|callback	Object|Function, optional	
ee.data.copyAsset	Copies the asset from sourceId into destinationId.	ee.data.copyAsset(sourceId, destinationId, overwrite, callback)		sourceId|destinationId|overwrite|callback	String|String|Boolean, optional|Function, optional	
ee.data.createAsset	"Creates an asset from a JSON value. To create an empty image collection or folder, pass in a ""value"" object with a ""type"" key whose value is one of ee.data.AssetType.* (i.e. ""ImageCollection"" or ""Folder"")."	ee.data.createAsset(value, path, force, properties, callback)	Object	value|path|force|properties|callback	Object|String, optional|Boolean, optional|Object, optional|Function, optional	
ee.data.createAssetHome	"Attempts to create a home root folder (e.g. ""users/joe"") for the current user. This results in an error if the user already has a home root folder or the requested ID is unavailable."	ee.data.createAssetHome(requestedId, callback)		requestedId|callback	String|Function, optional	
ee.data.createFolder	Creates an asset folder.	ee.data.createFolder(path, force, callback)	Object	path|force|callback	String|Boolean, optional|Function, optional	
ee.data.deleteAsset	Deletes the asset with the given id.	ee.data.deleteAsset(assetId, callback)		assetId|callback	String|Function, optional	
ee.data.getAsset	Load info for an asset, given an asset id.	ee.data.getAsset(id, callback)	Object	id|callback	String|Function, optional	
ee.data.getAssetAcl	Returns the access control list of the asset with the given ID.	ee.data.getAssetAcl(assetId, callback)	AssetAcl	assetId|callback	String|Function, optional	
ee.data.getAssetRootQuota	Returns quota usage details for the asset root with the given ID.	ee.data.getAssetRootQuota(rootId, callback)	AssetQuotaDetails	rootId|callback	String|Function, optional	
ee.data.getDownloadId	Get a Download ID.	ee.data.getDownloadId(params, callback)	DownloadId	params| name: | bands: | id: | crs: | crs_transform: | dimensions: | scale: | crs: | crs_transform: |crs_transform| dimensions: | scale: |crs|crs_transform| region: |crs|crs_transform| filePerBand: | format: | id: |callback	"Object| bands:  a description of the bands to download. Must be an array of band names or an array of dictionaries, each with the following keys (optional parameters apply only when filePerBand is true):
 id:  the name of the band, a string, required.

 crs:  an optional CRS string defining the band projection.
 crs_transform:  an optional array of 6 numbers specifying an affine transform from the specified CRS, in row-major order: [xScale, xShearing, xTranslation, yShearing, yScale, yTranslation]
 dimensions:  an optional array of two integers defining the width and height to which the band is cropped.
 scale:  an optional number, specifying the scale in meters of the band; ignored if crs and crs_transform are specified.| dimensions:  default image cropping dimensions to use for any bands that do not specify them.| filePerBand:  whether to produce a separate GeoTIFF per band (boolean). Defaults to true. If false, a single GeoTIFF is produced and all band-level transformations will be ignored.|callback"	
ee.data.getFeatureViewTilesKey	Get a tiles key for a given map or asset. The tiles key can be passed to an instance of FeatureViewTileSource which can be rendered on a base map outside of the Code Editor.	ee.data.getFeatureViewTilesKey(params, callback)	FeatureViewTilesKey	params| assetId | visParams |callback	FeatureViewVisualizationParameters| visParams  (Object) The visualization parameters for this layer.|An optional callback. If not supplied, the call is made synchronously.	
ee.data.getFilmstripThumbId	Get a Filmstrip Thumbnail Id for a given asset.	ee.data.getFilmstripThumbId(params, callback)	ThumbnailId	params|callback	FilmstripThumbnailOptions|Function, optional	
ee.data.getMapId	Get a Map ID for a given asset	ee.data.getMapId(params, callback)	RawMapId	params| image | version | bands | min | max | gain | bias | gamma | palette | opacity | format |callback	"ImageVisualizationParameters| version  (number) Version number of image (or latest).| max  (comma-separated numbers) Value (or one per band) to map onto FF.| gamma  (comma-separated numbers) Gamma correction factor (or one per band).| format  (string) Either ""jpg"" or ""png"".|An optional callback. If not supplied, the call is made synchronously."	
ee.data.getOperation	Gets information on an operation or list of operations.	ee.data.getOperation(operationName, callback)	Dictionary|api.Operation	operationName|callback	List|Function, optional	
ee.data.getTableDownloadId	Get a download ID.	ee.data.getTableDownloadId(params, callback)	DownloadId	params| table: | format: | selectors: | filename: |callback	Object| format:  The download format, CSV, JSON, KML, KMZ or TF_RECORD.|callback	
ee.data.getThumbId	Get a Thumbnail Id for a given asset.	ee.data.getThumbId(params, callback)	ThumbnailId	params| image | bands | format | name |callback	ThumbnailOptions| bands  (array of strings) An array of band names.|callback	
ee.data.getTileUrl	Generate a URL for map tiles from a Map ID and coordinates. If formatTileUrl is not present, we generate it by using or guessing the urlFormat string, and add urlFormat and formatTileUrl to id for future use.	ee.data.getTileUrl(id, x, y, z)	String	id|x|y|z	RawMapId|Number|Number|Number	
ee.data.getVideoThumbId	Get a Video Thumbnail Id for a given asset.	ee.data.getVideoThumbId(params, callback)	ThumbnailId	params|callback	VideoThumbnailOptions|Function, optional	
ee.data.getWorkloadTag	Returns the currently set workload tag.	ee.data.getWorkloadTag()	String			
ee.data.listAssets	UsageReturnsee.data.listAssets(parent, params, callback)api.ListAssetsResponse	ee.data.listAssets(parent, params, callback)	api.ListAssetsResponse	"parent|params| pageSize | pageToken | filter |properties.my_property>=1 AND properties.my_property<2 AND startTime >= ""2019-01-01T00:00:00.000Z"" AND endTime < ""2020-01-01T00:00:00.000Z"" AND intersects(""{'type':'Point','coordinates':[0,0]}"")| view |callback"	String|api.ProjectsAssetsListAssetsNamedParameters, optional| pageToken  (string) The token for the page of results to return.|callback	
ee.data.listBuckets	Returns top-level assets and folders for the Cloud Project or user. Leave the project field blank to use the current project.	ee.data.listBuckets(project, callback)	api.ListAssetsResponse	project|callback	String, optional|Function, optional	
ee.data.listFeatures	List features for a given table asset.	ee.data.listFeatures(asset, params, callback)	api.ListFeaturesResponse	asset|params| pageSize | pageToken | region | filter |callback	String|api.ProjectsAssetsListFeaturesNamedParameters| pageToken  (string): An optional token identifying a page of results the server should return, usually taken from the response object.|callback	
ee.data.listImages	Returns a list of the contents in an image collection, in an object that includes an images array and an optional nextPageToken.	ee.data.listImages(parent, params, callback)	ListImagesResponse	"parent|params| pageSize | pageToken | startTime | endTime | region | properties | filter |properties.my_property>=1 AND properties.my_property<2 AND startTime >= ""2019-01-01T00:00:00.000Z"" AND endTime < ""2020-01-01T00:00:00.000Z"" AND intersects(""{'type':'Point','coordinates':[0,0]}"")| view |callback"	"String|Object, optional| pageToken  (string) The token page of results to return.| region  (GeoJSON or WKT string) A region to filter on.| view  (string) Specifies how much detail is returned in the list. Either ""FULL"" (default) for all image properties or ""BASIC"".|If not supplied, the call is made synchronously."	
ee.data.listOperations	Returns see getOperation for details on the Operation object.	ee.data.listOperations(limit, callback)	List	limit|callback	Number, optional|Function, optional	
ee.data.makeDownloadUrl	Create a download URL from a docid and token.	ee.data.makeDownloadUrl(id)	String	id	DownloadId	
ee.data.makeTableDownloadUrl	Create a table download URL from a docid and token.	ee.data.makeTableDownloadUrl(id)	String	id	DownloadId	
ee.data.makeThumbUrl	Create a thumbnail URL from a thumbid and token.	ee.data.makeThumbUrl(id)	String	id	ThumbnailId	
ee.data.newTaskId	"Generates an ""unsubmitted"" ID for a long-running task."	ee.data.newTaskId(count, callback)	List	count|callback	Number, optional|Function, optional	
ee.data.renameAsset	Renames the asset from sourceId to destinationId.	ee.data.renameAsset(sourceId, destinationId, callback)		sourceId|destinationId|callback	String|String|Function, optional	
ee.data.resetWorkloadTag	Resets the tag back to the default. If resetDefault parameter is set to true, the default will be set to empty before resetting.	ee.data.resetWorkloadTag(resetDefault)		resetDefault	Boolean, optional	
ee.data.setAssetAcl	Sets the access control list of the asset with the given ID.	ee.data.setAssetAcl(assetId, aclUpdate, callback)		assetId|aclUpdate|callback	String|AssetAclUpdate|Function, optional	
ee.data.setDefaultWorkloadTag	Sets the workload tag, and as the default for which to reset back to.	ee.data.setDefaultWorkloadTag(tag)		tag	String	
ee.data.setWorkloadTag	Sets the workload tag, used to label computation and exports.	ee.data.setWorkloadTag(tag)		tag	String	
ee.data.startIngestion	Creates an image asset ingestion task.	ee.data.startIngestion(taskId, request, callback)	ProcessingResponse	taskId|request|callback	String|IngestionRequest|Function, optional	
ee.data.startProcessing	Create processing task that exports or pre-renders an image.	ee.data.startProcessing(taskId, params, callback)	ProcessingResponse	taskId|params|callback	String|Object|Function, optional	
ee.data.startTableIngestion	Creates a table asset ingestion task.	ee.data.startTableIngestion(taskId, request, callback)	ProcessingResponse	taskId|request|callback	String|TableIngestionRequest|Function, optional	
ee.data.updateAsset	Updates an asset.	ee.data.updateAsset(assetId, asset, updateFields, callback)	Object	assetId|asset|updateFields|callback	String|api.EarthEngineAsset|List|Function, optional	
ee.data.updateTask	Update one or more tasks' properties. For now, only the following properties may be updated: State (to CANCELLED)	ee.data.updateTask(taskId, action, callback)	List	taskId|action|callback	List|TaskUpdateActions|Function, optional	
ee.initialize	Initialize the library.  If this hasn't been called by the time any object constructor is used, it will be called then.  If this is called a second time with a different baseurl or tileurl, this doesn't do an un-initialization of e.g.: the previously loaded Algorithms, but will overwrite them and let point at alternate servers.	ee.initialize(baseurl, tileurl, successCallback, errorCallback, xsrfToken, project)		baseurl|tileurl|successCallback|errorCallback|xsrfToken|project	String, optional|String, optional|Function, optional|Function, optional|String, optional|String, optional	
ee.reset	Reset the library to its base state. Useful for re-initializing to a different server.	ee.reset()				
Export.classifier.toAsset	UsageReturnsExport.classifier.toAsset(classifier, description, assetId)	Export.classifier.toAsset(classifier, description, assetId)		classifier|description|assetId	ComputedObject|String, optional|String, optional	
Export.image.toAsset	Creates a batch task to export an Image as a raster to an Earth Engine asset. Tasks can be started from the Tasks tab.	Export.image.toAsset(image, description, assetId, pyramidingPolicy, dimensions, region, scale, crs, crsTransform, maxPixels, shardSize, priority)		image|description|assetId|pyramidingPolicy|dimensions|region|scale|crs|crsTransform|maxPixels|shardSize|priority	Image|String, optional|String, optional|Object, optional|Number|String, optional|Geometry.LinearRing|Geometry.Polygon|String, optional|Number, optional|String, optional|List, optional|Number, optional|Number, optional|Number, optional	
Export.image.toCloudStorage	Creates a batch task to export an Image as a raster to Google Cloud Storage. Tasks can be started from the Tasks tab.	Export.image.toCloudStorage(image, description, bucket, fileNamePrefix, dimensions, region, scale, crs, crsTransform, maxPixels, shardSize, fileDimensions, skipEmptyTiles, fileFormat, formatOptions, priority)		image|description|bucket|fileNamePrefix|dimensions|region|scale|crs|crsTransform|maxPixels|shardSize|fileDimensions|skipEmptyTiles|fileFormat|formatOptions|priority	Image|String, optional|String, optional|String, optional|Number|String, optional|Geometry.LinearRing|Geometry.Polygon|String, optional|Number, optional|String, optional|List, optional|Number, optional|Number, optional|List, optional|Boolean, optional|String, optional|ImageExportFormatConfig, optional|Number, optional	
Export.image.toDrive	"Creates a batch task to export an Image as a raster to Drive. Tasks can be started from the Tasks tab. ""crsTransform"", ""scale"", and ""dimensions"" are mutually exclusive."	Export.image.toDrive(image, description, folder, fileNamePrefix, dimensions, region, scale, crs, crsTransform, maxPixels, shardSize, fileDimensions, skipEmptyTiles, fileFormat, formatOptions, priority)		image|description|folder|fileNamePrefix|dimensions|region|scale|crs|crsTransform|maxPixels|shardSize|fileDimensions|skipEmptyTiles|fileFormat|formatOptions|priority	Image|String, optional|String, optional|String, optional|Number|String, optional|Geometry.LinearRing|Geometry.Polygon|String, optional|Number, optional|String, optional|List, optional|Number, optional|Number, optional|List, optional|Boolean, optional|String, optional|ImageExportFormatConfig, optional|Number, optional	
Export.map.toCloudStorage	Creates a batch task to export an Image as a rectangular pyramid of map tiles for use with web map viewers. The map tiles will be accompanied by a reference index.html file that displays them using the Google Maps API, and an earth.html file for opening the map on Google Earth.	Export.map.toCloudStorage(image, description, bucket, fileFormat, path, writePublicTiles, maxZoom, scale, minZoom, region, skipEmptyTiles, mapsApiKey, bucketCorsUris, priority)		image|description|bucket|fileFormat|path|writePublicTiles|maxZoom|scale|minZoom|region|skipEmptyTiles|mapsApiKey|bucketCorsUris|priority	Image|String, optional|String, optional|String, optional|String, optional|Boolean, optional|Number, optional|Number, optional|Number, optional|Geometry.LinearRing|Geometry.Polygon|String, optional|Boolean, optional|String, optional|List, optional|Number, optional	
Export.table.toAsset	Creates a batch task to export a feature collection to an Earth Engine table asset. Tasks can be started from the Tasks tab.	Export.table.toAsset(collection, description, assetId, maxVertices, priority)		collection|description|assetId|maxVertices|priority	FeatureCollection|String, optional|String, optional|Number, optional|Number, optional	
Export.table.toBigQuery	Creates a batch task to export a FeatureCollection to BigQuery. Tasks can be started from the Tasks tab.	Export.table.toBigQuery(collection, description, table, overwrite, append, selectors, maxVertices, priority)		collection|description|table|overwrite|append|selectors|maxVertices|priority	FeatureCollection|String, optional|String, optional|Boolean, optional|Boolean, optional|List, optional|Number, optional|Number, optional	
Export.table.toCloudStorage	Creates a batch task to export a FeatureCollection as a table to Google Cloud Storage. Tasks can be started from the Tasks tab.	Export.table.toCloudStorage(collection, description, bucket, fileNamePrefix, fileFormat, selectors, maxVertices, priority)		collection|description|bucket|fileNamePrefix|fileFormat|selectors|maxVertices|priority	FeatureCollection|String, optional|String, optional|String, optional|String, optional|List, optional|Number, optional|Number, optional	
Export.table.toDrive	Creates a batch task to export a FeatureCollection as a table to Drive. Tasks can be started from the Tasks tab.	Export.table.toDrive(collection, description, folder, fileNamePrefix, fileFormat, selectors, maxVertices, priority)		collection|description|folder|fileNamePrefix|fileFormat|selectors|maxVertices|priority	FeatureCollection|String, optional|String, optional|String, optional|String, optional|List, optional|Number, optional|Number, optional	
Export.table.toFeatureView	Creates a batch task to export a FeatureCollection to a FeatureView asset. Tasks can be started from the Tasks tab.	Export.table.toFeatureView(collection, description, assetId, maxFeaturesPerTile, thinningStrategy, thinningRanking, zOrderRanking, priority)		collection|description|assetId|maxFeaturesPerTile|thinningStrategy|thinningRanking|zOrderRanking|priority	FeatureCollection|String, optional|String, optional|Number, optional|String, optional|List, optional|List, optional|Number, optional	
Export.video.toCloudStorage	"Creates a batch task to export an ImageCollection as a video to Google Cloud Storage. The collection must only contain RGB images. Tasks can be started from the Tasks tab. ""crsTransform"", ""scale"", and ""dimensions"" are mutually exclusive."	Export.video.toCloudStorage(collection, description, bucket, fileNamePrefix, framesPerSecond, dimensions, region, scale, crs, crsTransform, maxPixels, maxFrames, priority)		collection|description|bucket|fileNamePrefix|framesPerSecond|dimensions|region|scale|crs|crsTransform|maxPixels|maxFrames|priority	ImageCollection|String, optional|String, optional|String, optional|Number, optional|Number|String, optional|Geometry.LinearRing|Geometry.Polygon|String, optional|Number, optional|String, optional|String, optional|Number, optional|Number, optional|Number, optional	
Export.video.toDrive	"Creates a batch task to export an ImageCollection as a video to Drive. The collection must only contain RGB images. Tasks can be started from the Tasks tab. ""crsTransform"", ""scale"", and ""dimensions"" are mutually exclusive."	Export.video.toDrive(collection, description, folder, fileNamePrefix, framesPerSecond, dimensions, region, scale, crs, crsTransform, maxPixels, maxFrames, priority)		collection|description|folder|fileNamePrefix|framesPerSecond|dimensions|region|scale|crs|crsTransform|maxPixels|maxFrames|priority	ImageCollection|String, optional|String, optional|String, optional|Number, optional|Number|String, optional|Geometry.LinearRing|Geometry.Polygon|String, optional|Number, optional|String, optional|String, optional|Number, optional|Number, optional|Number, optional	
Map.add	Adds an item to the map. Can also be used to add widgets like ui.Label as well as some non-widget objects like ui.Map.Layer.	Map.add(item)	ui.Map	item	Object	
Map.addLayer	Adds a given EE object to the map as a layer.	Map.addLayer(eeObject, visParams, name, shown, opacity)	ui.Map.Layer	eeObject|visParams|name|shown|opacity	Collection|Feature|Image|RawMapId|FeatureVisualizationParameters|ImageVisualizationParameters, optional|String, optional|Boolean, optional|Number, optional	
Map.centerObject	Centers the map view on a given object.	Map.centerObject(object, zoom, onComplete)	ui.Map	object|zoom|onComplete	Element|Geometry|Number, optional|Function, optional	
Map.clear	Clears the map by removing all layers, listeners, and widgets and restoring the options to their defaults.	Map.clear()	ui.Map			
Map.drawingTools	UsageReturnsMap.drawingTools()ui.Map.DrawingTools	Map.drawingTools()	ui.Map.DrawingTools			
Map.getBounds	UsageReturnsMap.getBounds(asGeoJSON)GeoJSONGeometry|List|String	Map.getBounds(asGeoJSON)	GeoJSONGeometry|List|String	asGeoJSON	Boolean, optional	
Map.getCenter	Returns the coordinates at the center of the map.	Map.getCenter()	Geometry.Point			
Map.getScale	UsageReturnsMap.getScale()Number|String	Map.getScale()	Number|String			
Map.getZoom	UsageReturnsMap.getZoom()Number	Map.getZoom()	Number			
Map.layers	UsageReturnsMap.layers()ui.data.ActiveList	Map.layers()	ui.data.ActiveList			
Map.onChangeBounds	UsageReturnsMap.onChangeBounds(callback)String	Map.onChangeBounds(callback)	String	callback	Function	
Map.onChangeCenter	Registers a callback that's fired when the map center changes. This is fired during pan or when the map's center is changed programmatically.	Map.onChangeCenter(callback)	String	callback	Function	
Map.onChangeZoom	Registers a callback that's fired when the map zoom level changes.	Map.onChangeZoom(callback)	String	callback	Function	
Map.onClick	Registers a callback that's fired when the map is clicked.	Map.onClick(callback)	String	callback	Function	
Map.onIdle	Registers a callback that's fired when the map stops moving.	Map.onIdle(callback)	String	callback	Function	
Map.onTileLoaded	Registers a callback that's fired when a map tile has been loaded.	Map.onTileLoaded(callback)	String	callback	Function	
Map.remove	Removes the given item from the map, if it exists.	Map.remove(item)	Object	item	Object	
Map.setCenter	Centers the map view at a given coordinates with the given zoom level.	Map.setCenter(lon, lat, zoom)	ui.Map	lon|lat|zoom	Number|Number|Number, optional	
Map.setControlVisibility	Sets the visibility of the controls on the map.	Map.setControlVisibility(all, layerList, zoomControl, scaleControl, mapTypeControl, fullscreenControl, drawingToolsControl)	ui.Map	all|layerList|zoomControl|scaleControl|mapTypeControl|fullscreenControl|drawingToolsControl	Boolean, optional|Boolean, optional|Boolean, optional|Boolean, optional|Boolean, optional|Boolean, optional|Boolean, optional	
Map.setGestureHandling	Controls how gestures are handled on the map.	Map.setGestureHandling(option)		option	String	
Map.setLocked	Limits panning and zooming on the map.	Map.setLocked(locked, minZoom, maxZoom)		locked|minZoom|maxZoom	Boolean|Number, optional|Number, optional	
Map.setOptions	Modifies the Google Maps basemap.  Allows for:	Map.setOptions(mapTypeId, styles, types)	ui.Map	mapTypeId|styles|types	String, optional|Object, optional|List, optional	
Map.setZoom	Sets the zoom level of the map.	Map.setZoom(zoom)	ui.Map	zoom	Number	
Map.style	Returns the Map's style ActiveDictionary, which can be modified to update the Map's styles.	Map.style()	ui.data.ActiveDictionary			
Map.unlisten	UsageReturnsMap.unlisten(idOrType)	Map.unlisten(idOrType)		idOrType	String, optional	
Map.widgets	Returns the list of the widgets currently on the map.	Map.widgets()	ui.data.ActiveList			
exports	UsageReturnsexports()	exports()				
print	UsageReturnsprint(var_args)	print(var_args)		var_args	VarArgs	
require	Retrieves the script found at a given path as a module. The module is used to access exposed members of the required script.	require(path)	Object	path	String	
ui.Button	A clickable button with a text label.	ui.Button(label, onClick, disabled, style, imageUrl)	ui.Button	label|onClick|disabled|style|imageUrl	String, optional|Function, optional|Boolean, optional|Object, optional|String, optional	
ui.Button.getDisabled	Returns whether the button is disabled.	Button.getDisabled()	Boolean	ui.button	ui.Button	
ui.Button.getImageUrl	Returns the url of the image if it exists.	Button.getImageUrl()	String	ui.button	ui.Button	
ui.Button.getLabel	Returns the button's label.	Button.getLabel()	String	ui.button	ui.Button	
ui.Button.onClick	Registers a callback that's fired when the button is clicked.	Button.onClick(callback)	String	ui.button|callback	ui.Button|Function	
ui.Button.setDisabled	Sets whether the button is disabled.	Button.setDisabled(disabled)	ui.Button	ui.button|disabled	ui.Button|Boolean	
ui.Button.setImageUrl	Shows the button as image, which will render instead of the label text.	Button.setImageUrl(imageUrl)	ui.Button	ui.button|imageUrl	ui.Button|String	
ui.Button.setLabel	Sets the button's label.	Button.setLabel(label)	ui.Button	ui.button|label	ui.Button|String	
ui.Button.style	Returns the widget's style ActiveDictionary, which can be modified to update the widget's styles.	Button.style()	ui.data.ActiveDictionary	ui.widget	ui.Widget	
ui.Button.unlisten	Deletes callbacks.	Button.unlisten(idOrType)		ui.widget|idOrType	ui.Widget|String, optional	
ui.Chart	A chart widget.	ui.Chart(dataTable, chartType, options, view, downloadable)	ui.Chart	dataTable|chartType|options| title | colors |view|downloadable	List, optional|String, optional|Object, optional| colors  (Array) An array of colors used to draw the chart.|Sets a DataView initializer object, which acts as a filter over the underlying data. See: https://developers.google.com/chart/interactive/docs/reference#DataView|Whether the chart can be downloaded as CSV, SVG, and PNG. Defaults to true.	
ui.Chart.array.values	Generates a Chart from an array. Plots separate series for each 1-D vector along the given axis.	ui.Chart.array.values(array, axis, xLabels)	ui.Chart	array|axis|xLabels	Array|List|Number|Array|List, optional	
ui.Chart.feature.byFeature	Generates a Chart from a set of features. Plots the value of one or more properties for each feature:	ui.Chart.feature.byFeature(features, xProperty, yProperties)	ui.Chart	features|xProperty|yProperties	Feature|FeatureCollection|List|String, optional|List, optional	
ui.Chart.feature.byProperty	Generates a Chart from a set of features. Plots property values of one or more features.	ui.Chart.feature.byProperty(features, xProperties, seriesProperty)	ui.Chart	features|xProperties|seriesProperty	Feature|FeatureCollection|List|List, optional|String, optional	
ui.Chart.feature.groups	Generates a Chart from a set of features. Plots the value of a given property across groups of features. Features with the same value of groupProperty will be grouped and plotted as a single series.	ui.Chart.feature.groups(features, xProperty, yProperty, seriesProperty)	ui.Chart	features|xProperty|yProperty|seriesProperty	Feature|FeatureCollection|List|String|String|String	
ui.Chart.feature.histogram	Generates a Chart from a set of features. Computes and plots a histogram of the given property.	ui.Chart.feature.histogram(features, property, maxBuckets, minBucketWidth, maxRaw)	ui.Chart	features|property|maxBuckets|minBucketWidth|maxRaw	Feature|FeatureCollection|List|String|Number, optional|Number, optional|Number, optional	
ui.Chart.getChartType	Returns this chart's type; e.g 'ScatterChart', 'LineChart', and 'ColumnChart'. For the complete list of charts, see: https://developers.google.com/chart/interactive/docs/gallery	Chart.getChartType()	String	ui.chart	ui.Chart	
ui.Chart.getDataTable	Returns the DataTable containing data for this chart. See: http://developers.google.com/chart/interactive/docs/reference#DataTable	Chart.getDataTable()	Object	ui.chart	ui.Chart	
ui.Chart.getDownloadable	Returns whether the chart can be downloaded as CSV, SVG, and PNG.	Chart.getDownloadable()	Boolean	ui.chart	ui.Chart	
ui.Chart.getOptions	Returns this chart's options. See: https://developers.google.com/chart/interactive/docs/customizing_charts	Chart.getOptions()	Object	ui.chart	ui.Chart	
ui.Chart.getView	Returns this chart's DataView initializer object, which acts as a filter over the underlying data in the chart. See: https://developers.google.com/chart/interactive/docs/reference#DataView	Chart.getView()	Object	ui.chart	ui.Chart	
ui.Chart.image.byClass	Generates a Chart from an image. Plots derived band values in classified regions in an image.	ui.Chart.image.byClass(image, classBand, region, reducer, scale, classLabels, xLabels)	ui.Chart	image|classBand|region|reducer|scale|classLabels|xLabels	Image|Number|String|Feature|FeatureCollection|Geometry, optional|Reducer, optional|Number, optional|List., optional|List, optional	
ui.Chart.image.byRegion	Generates a Chart from an image. Extracts and plots band values in one or more regions in the image, with each band in a separate series.	ui.Chart.image.byRegion(image, regions, reducer, scale, xProperty)	ui.Chart	image|regions|reducer|scale|xProperty	Image|Feature|FeatureCollection|Geometry|List, optional|Reducer, optional|Number, optional|String, optional	
